Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
2014,B001E5E29A,APV31N9CR3WLX,Jeannel399,1,1,5,1299283200,We love Stonewall Kitchen,"Stonewall Kitchen products are a big favorite at our house.  This pancake mix makes the best pancakes you will ever eat.  We add fresh blueberries to them, and top them with the Stonewall Blueberry Syrup, which you can buy on their website.  They make wonderful jams and jellies too, as well as sauces, and flavored syrups.  Try this pancake mix though, you won't be disappointed!"
2015,B001E5E29A,A68TZZXJZG82Y,Richard D. Ehlert,1,1,5,1298592000,Great Waffle's every time,This is great pancake and waffle batter that was recommended by Amazon so I bought it and have been very satisfied with my purchase.  It makes the best waffles every time I have used it and that being said I am sold on this product.  I will be ordering more as we really like how easy it is to make.  I would highly recommend that everyone try this who likes pancakes and waffles it is delicious and very economical.
2016,B001E5E29A,A18MLKVZLTGLQX,"Kathy Pappano ""Kathy P""",1,1,5,1296777600,Perfect Waffles,I have been using this pancake and waffle mix for about 5 or 6 years and I have to say this is the best.  The waffles come out crisp on the outside and light and fluffy on the inside.  I've tried other mixes but they do not compare to this mix.  I use the Waring Pro Waffle Maker and my waffles come out beautiful everytime.  I follow the directions on the canister and never have a problem with the results.
2017,B001E5E29A,A8ET1YYYD7QUM,"L. Lukaszewicz ""All ghosts welcome""",1,1,5,1286668800,Deeeeelicious!,"This is THE king of pancake mixes.  Easy, foolproof, and delicious, it makes the best pancakes I've ever tasted.  We've been buying it for several years, and the pancakes consistently come out light and delicious.  Simply add an egg, buttermilk, and melted butter.  Cook them on a nice hot skillet for a yummy anytime meal!"
2018,B001E5E29A,A2T5WNREB8ALVY,A. Abraham,1,1,5,1274918400,Delicious waffles in minutes!,"Makes perfect, delicious, crisp on the outside and soft on the inside, waffles in minutes. Worth every penny!"
2019,B001E5E29A,A3IUW081KXD3PE,pixels and bits,1,1,5,1273708800,Great Belgian waffle batter!,"I purchased this mix to use with my new Presto FlipSide Belgian Waffle Maker and am very pleased with the results.  It took 3 cups of this mix to make 6 large Belgian Waffles and they cooked to perfection after only 4 minutes!  The flavor of this mix is slightly sweet but there is no aftertaste to it like you get with cheap commercial brands like Bisquick.  I'll be buying more, for sure!"
2020,B001E5E29A,AAJ2P4353LW3K,Christophe Hamann,1,1,5,1271116800,Stonewall Kitchen pancake mix,I received this as a gift a few weeks ago.  It is by far the best home made pancakes I have every had.  The taste and consistancy is excellent.  Blueberries mix very well with this product and the container is desinged to keep the product fresh and not let moths in.  You pay a little more but it is worth it in my opinion
2021,B001E5E29A,A2F8NAPZ1Y16T0,"FPU ""Dave""",1,1,5,1260403200,Farmhouse Waffle Mix,"Makes very good, light waffles. Seems to be exactly the same as Carbon's Golden Malted waffle mix. Only this is more expensive."
2022,B001E5E29A,A14WLJRZC3KT1P,GAJer,3,4,5,1270080000,Our favorite breakfast choice,"Bought a great waffle maker two years ago.  Tried many recipes for making waffles, nothing really pleased the family. Well, until I followed a recommendation to try Stonewall Waffles.  Believe me it is not like Bisquick as I thought it might be, it is so much better I was shocked.  And well now the family loves them and looks forward to Sunday waffles every couple weeks.  I even double up the ingredients so I can make extras which we cut into smaller sections and freeze them.  These can then be used for toster waffles and a quick breakfast.  Forget the Eggos even as frozen waffles these are great.<br /><br />What do I like best about them?  The waffles come out light and fluffy.  They are crisp and hold up well to being filled with strawberries, nuts or whatever toppings you may choose.  In no way do they feel heavy or soggy.  They are a snap to prepare, and take just 3 minutes in the waffle maker. Lastly the whole family loves them.  So despite the higher price it is well worth every penny."
2023,B001E5E29A,A2ZH40CYNLOB64,Sanford Fleishman,3,4,5,1260835200,Stonewall Pancake and Waffle Mix,Bought this mix along with the Cuisinart waffle maker.  Delicious.  We followed the directions and it made only one Belgian waffle.  The next time we doubled the recipe and it came out the right amount.  Good flavor and easy to use.
2024,B001E5E29A,A2XUYFBCXRO21E,A. Kania,3,4,5,1259020800,Excellent choice for Belgian Waffles,I have a Waring belgian waffle maker and was looking for a good batter to use. I tried this based on reviews and with add my strong recommendation for this mix.<br /><br />It was very easy to make and the waffles had a wonderful flavor ... loved the malt flavor that came through.<br /><br />I will definitely be buying more when the current mix runs out.
2025,B001E5E29A,A1TP9URWVDW3N,William Houston,3,4,5,1256169600,Great Waffle Mix,This mix makes great tasting waffles.  A little extra work and expense but worth it.  Need to stretch the recipe a little bit to make 2 full waffles on my new Presto Flipside Belgian Waffle Maker.
2026,B001E5E29A,A2XJKCHDT5NNAA,"Monica Kim ""MK""",2,3,4,1308182400,Tasty mixture but,"I got this as a gift and liked the flavor but I wasn't crazy about the texture.  I like fluffy pancakes and believe it or not, imo, Aunt Jemima's buttermilk ready mix is the best one out there and it's so easy to make.<br />Of course, the best tasting waffles are made by me from scratch with buttermilk and all.=)<br />Overall, I think buying gourmet pancake mix is one of the biggest waste of money.  And it still requires you to put melted butter, milk, etc.<br />I am sticking with my own recipes and Aunt Jemima's if I am in a hurry."
2027,B001E5E29A,A3MWNG0E5J6HX7,"C. Brown ""florida gal""",2,3,5,1265414400,Our Favorite,Stonewall Kitchen Farmhouse Pancake and Waffle Mix is our favorite.  Consistently excellent with a nice malty flavor.  The 33 ounce cans are a Good value for the quality. I highly recommend this product.
2028,B001E5E29A,A6QIBV0PCVJJK,Margaret A. Rantz,2,3,5,1208390400,Pancake Mix the best!,This mix is the kids' and family favorite. It tastes like vanilla. It's wonderful for pancakes or waffles.
2029,B001E5E29A,AGDTWY3GU0Y4C,"Alphadog ""quality crusader""",0,0,3,1350432000,Mouthful in Name Only,"Stonewall Kitchen Farmhouse Pancake and Waffle Mix is definitely a mouthful in name but, in taste, not so much.  Don't get me wrong, it's not bad but, you could find any number of ""mixes"" that taste just as well and some even better.  I know my taste buds aren't the same as yours so, what's just decent to me may be great to you.  I also wish I had bought just one can instead of 2 huge 33 ounce cans.  I finished the first can, I'll give the other can away and, I'll continue trying other mixes until I find the ""best mix"" out there.<br /><br />So far I seem to only be satisfied with a homemade mix for my waffles.  My preference is for waffles over pancakes but, this didn't make it on either count.  I even tried adding things to it but it didn't really help.  Maybe it's just me.  Try it if you like but remember, buy only one can just in case you're like me.  You can always buy more."
2030,B001E5E29A,A3BMO43J1HAH4A,LYN NOON,0,0,5,1350345600,great tasting pancakes and waffles,This waffle and pancake mix is delicious!  You can taste a subtle hint of vanilla in them.  They are the only pancakes/waffles that my kids love and the house smells wonderful when they are cooking!
2031,B001E5E29A,A2LBN99KCBHEDR,Jenn,0,0,5,1350259200,Best Belgian Waffles in No Time!,"My family loves waffles. We have been trying to make homeade waffles for a while but when my second child was born, we got tired of all the mixing and measuring. We chose this batter mix because the reviews were so great. They take no time to mix. The dough comes out a bit runny but if you fill the bottom of the waffle iron completely, you get the fluffiest Belgian waffles. We are using the Chefman rotatable iron. I highly recommend this batter if you like waffles quick. You can add a little cinnamon and sugar too to spice it up."
2032,B001E5E29A,A49NWNKV1TEOO,Kim Robell,0,0,3,1349913600,I love this pancake mix,"I love this pancake mix. Can not find this exact one in any stores so I always order online and keep in stock at home. All you do is mix with water (I add fresh chopped banana's or strawberries for a healthy option, and swap syrup for honey) and cook in a lil butter and you have an awesome breakfast."
2033,B001E5E29A,A2DG3SCAOX0SDF,Idaho Sawbuck,0,0,5,1343347200,"Family  breakfast  (Grand Kids & Kids, 20 of us)","<a href=""http://www.amazon.com/gp/product/B001E5E29A"">Stonewall Kitchen Farmhouse Pancake and Waffle Mix, 33-Ounce Cans (Pack of 2)</a><br /> The family said they were the best that I had made. The 10 Grandchildren ate all that was served to them.<br />The parents, who I have served pancakes to for a long, also said they were the best they have eaton. It was good to see the little ones clean up their plates."
2034,B001E5E29A,A318RRB7AV2TDC,Reg,0,0,5,1343260800,Delicious and Easy,"We have pancakes once a week and this is our go-to mix. It is incredibly easy to prepare, and I add a handful of chocolate chips, pieces of banana/strawberries/peach slices or whatever else people would like onto the individual pancake while it is cooking in the pan. No need to buy different flavors you can customize it yourself."
2035,B001E5E29A,A1RCC99UIVWE25,Cheryl Bill,0,0,5,1339891200,Scrumptious!,We first had Stonewall Waffle Mix when we received it in a gift basket about a year and half ago.  We have been using it ever since.  The flavor of the waffles are absolutely out of this world.  We won't ever go back to Bisquick for our waffles!
2036,B001E5E29A,A2A7AFPDGLYLHK,"L. Grzegorzewski ""Tahiti vahine""",0,0,5,1339804800,BEST,"This has become a breakfast staple for our home. Now nearly every Sunday morning, we are making pancakes. We've got the Vermont Mapel syrup, eggs, sausage or bacon and we're set for the day with a just a light snack-type dinner. Use bettermilk for the absolute best results."
2037,B001E5E29A,AWK91FR9IK0S3,Janice L. Rapp,0,0,5,1333065600,great stuff,"Great mixed for Belgium waffles, family thinks it's the best.  Must try it and order it from Amazon.  I let friends know to use this product."
2038,B001E5E29A,A2FFQ2JP0DKBDC,Ronin,0,0,5,1329696000,The best!,"I found it so hard to believe anyone could give this mix 1 star, I had to read those reviews. Two of them seem like ads for Robs Red Mill, and the other one didn't make any sense. You must be looking for pancakes or waffles, so do yourself a favor and give these a go. They are delicious"
2039,B001E5E29A,A2OUN2538DD7S2,"Lynne Marie Jackson ""LynnesKitchen""",0,0,4,1325203200,YUM!,"The entire family loved this pancake mix. It was easy to make and tasted great. We tried it with syrup, powdered sugar, as well as fresh strawberries and apple compote. I would definately purchase this again. The only problem is my family wants this every weekend and I have to double to feed my large family. It gets expensive quickly, so I do not order it as often as they would like."
2040,B001E5E29A,A1J2E7CBMOLNKX,Jasmine Nike Green,0,0,5,1324166400,yummmmmmmmmm!,"we love this pancake / waffle mix.  It's hard to please everyone but this item does the trick.  Crispy, light, tender, yummy!"
2041,B001E5E29A,AH8MV7ARFGWYC,momof3boys,0,0,5,1319587200,pancake/waffle mix,"This was the best pancake/waffle mix ever! Wonderful for breakfast or dinner. It was a great price and worth it! My husband and boys kept complimenting the waffles I made and ate them fast--I could hardly keep up. Definitely recommend Stonewall Kitchen Farmhouse pancake and waffle mix! You do have to add a few ingredients, but it is well worth the effort."
2042,B001E5E29A,AQMBGG9S7964D,bonbon,0,0,5,1310169600,The Best Waffle Mix,"This product is great.  Just add egg, water, and butter (I used oil).  I will never make waffles from scratch again."
2043,B001E5E29A,A390JIBF2CK4SZ,On The Road Again,0,0,5,1308614400,The best waffle mix you can find!,We made this purchase based on our daughter's recommendation and it is as good as she promised. We have a new flip-style waffle iron and this mix provides us with a wonderful breakfast. We add fresh strawberries or blueberries to the top along with syrup and it is scrumdiddlyumptous!
2044,B001E5E29A,A274UPTASJHAL4,SuzieNJAZ,0,0,4,1302307200,Not as sweet as other mixes,"I have had waffles from other mixes that are too sweet.  I have also made them from scratch.<br />I like my waffles with NO Sugar in them, because I don't like too much sugar.  This mix is very good.  Waffles are just the right consitancy for me and the mix is easy to prepare."
2045,B001E5E29A,A3RW6U4Y7XPB5E,"Philly City Dweller ""Philly City Dweller""",0,0,5,1299542400,Hands Down the Best Pancakes Ever,"We received a gift box that contained the Stonewall Farms Pancake Mix and they were out of this world. They are the lightest, fluffy and flavorful pancakes and waffles you will ever taste.  And the price on Amazon is a big savings over ordering from Stonewall Farms.  Don't shy away from the larger size and the two pack because you will devour these pancakes in no time."
2046,B001E5E29A,ABDHC5PUDPHMP,untmom2003,0,0,5,1295740800,best ever!,"This is a GREAT waffle mix! I have allergies to preservatives and to find food in general that is great tasting without the preservatives is a huge challenge. I have tried several other mixes and this one is by far the best. I totally don't understand the reviews about the bad taste and ""all the chemicals""--read labels of other mixes and you will see this one is not full of all those ingredients. There are certain kinds of ingredients that these mixes need, such as levening, and when you use REAL butter, NOT the ""tub"" butter that contains water and other nasty stuff, these are THE BEST WAFFLES EVER!"
2047,B001E5E29A,A3JKRHM6QP2BMC,shop alot,0,0,4,1291248000,Really good but expensive,This lands in the gormet category for sure.  Having these pancakes is like going to a resturant and having exceptional pancakes that you would expect to get at home.  The price is a bit high but you know that before you buy them so its not fair to downgrade the product bnecause of that.<br /><br />They cook up nicely and one pack of two goes a long time.
2048,B001E5E29A,A1K8A7A8G33EEE,"Ken N. Ihrig ""Ken""",0,0,5,1287792000,Banana recipe,"I use this as the base for my waffles.  Use 2 small bananas mashed, 3/4T cinammon, 1T vanilla, and 1/2 cup gratted pecans and then blend it all together.  You need to let it cook a much longer period of time at a lower then normal temperature and you need to cut back on the amount of water used. You need to know what the consistency of the waffle mixture should be before you attempt this recipe so that you can determine the amount of water to use.  This is a somewhat tricky recipe since it's easy for the waffles to stick and pull apart.  One banana makes it easier but I've had some success with three bananas.  Banana's are better overripe."
2049,B001E5E29A,A2R04M8DPT8VLW,rwspoon,0,0,4,1287446400,perfect for the weekend,"I'm not normally a big fan of mixes but this is a great waffle mix.  It's quick, easy, and produces delicious waffles.  Yes, it's pricier than some of the other mixes on Amazon but I think it's worth it."
2050,B001E5E29A,A195OAWQHITG0E,"38 TE Fountain Gal ""Striped Bass Lass""",0,0,5,1284681600,"Tasty, texture great",This is a great mix. I mixed it with milk instead of water.  Just follow the directions.
2051,B001E5E29A,APZ25VUSNDATB,Fox-Fyr,0,0,5,1283817600,Best waffle mix ever!,"This is my favorite waffle mix (it can be used to make pancakes too, but you have to add milk, and we don't usually have milk in the house).  You have to add water, 1 egg, and melted butter for the waffle recipe.  We eat waffles about once a week.<br /><br />Apart from the fact that it tastes great (it has a little vanilla and malt mixed in), it has NO trans fat.  Some pancake/waffle mixes, such as Krustead's which also tastes really good, say they have no trans fat PER SERVING, but if it has partially hydrogenated vegetable oil in the ingredients, there is still some (less than than 1 percent) trans fat per serving.  Stonewall has none.<br /><br />We used to have a store that sold it locally, but now we don't so I am glad we can get it online.<br /><br />The can comes with a recipe that is perfect for making two belgian waffles with no leftover batter.<br /><br />We just bought the regular mix but we are going to try the other flavors next."
2052,B001E5E29A,AIPBPZT9QR9CC,"MT ""CK""",0,0,5,1280102400,Yummy Yummy Yummy!!!,"I originally received this mix as a gift from a friend in a gift pack.  When my family tried it as a gift they loved it immediately.  It is super yummy waffle mix.  The waffles turn out tasting so delicious you do not need to add any toppings or butter to them.  Here I am on amazon.com placing yet another order for this Waffle mix, it goes quickly around my house since it is now everyone's favorite breakfast item."
2053,B001E5E29A,A24RFBVRNZJ9HY,jgr2,0,0,5,1280016000,Tasty pancakes - best mix we've ever tried...,"We are into our third can of this flavorful and easy mix and it just seems to get better and better!  Sunday is pancake day at our house, and today we had blueberry pancakes with real maple syrup.  This mix holds fresh blueberries nicely - don't over-mix the ingredients and you will get nice, fluffy fruit-filled (or not) pancakes that are absolutely first-rate."
2054,B001E5E29A,A2T2F3V7H78FG8,Momahen,0,0,5,1276128000,Best pancakes ever!,We first received Stonewall pancakes as a gift. We have ordered them 2x on Amazon who has the best prices. Highly recommend this product. Will return here to buy more...
2055,B001E5E29A,AJHH59ALYINWZ,"Erica ""Erica""",0,0,5,1275782400,Addicted,"I bought this on a whim because I found some jam made by the same company and absolutely loved it. I didn't expect much more than basic waffle and pancake mix. This is so much better.<br /><br />It's easy to use and makes moist, fluffy pancakes that are to die for. I am never buying Bisquick again."
2056,B001E5E29A,AILO4OENJKQN1,Edward S. Pease Jr.,0,0,5,1275523200,Best Breakfast,I have used this product for a few years now. This being the first time from Amazon. I'm glad it was there. This is by far the best pancake/waffle mix on the market bar NONE !
2057,B001E5E29A,A8NE8PZDZW5EW,Geoff Matthews,0,0,4,1273449600,"Tasty pancakes, but a little flat","The pancakes were delicious, but they weren't as fluffy as the ones I normally make.  Next time I use this, I'm going to whip the egg whites and see if that helps."
2058,B001E5E29A,A3GNAMNF5EN92N,P. Gorman,0,0,5,1272758400,Crispy and soft all at once.,I found these at a super Gold Box pricing one day otherwise I would not have looked twice at 16.00 pancake mix.  Now we are hooked - nothing compares to this mix.  I've tried every box in the store for our belgian waffle maker and these top them all!<br />Waffles are nice and crisp on the outside and super soft on the inside. They are so dense they don't absorb syrup or toppings.  I will buy this over and over again.
2059,B001E5E29A,A1S7BFT0HDF3HA,"loce_the_wizard ""loce_the_wizard""",0,0,4,1272326400,Does wonders for one's popularity in the kitchen,"On a whim, I picked up a two-pack of Stonewall Kitchen Farmhouse Pancake and Waffle Mix recently, enticed in some measure by the already positive reviews here--and I will add to those by noting that we will be keeping a supply on hand in our pantry.<br /><br />I really did not expect that this easy-to-prepare mix would yield waffles better than the from-scratch recipes I had been using, but now the waffle iron is stashed within easy reach after being banished to the recesses of the cabinets for the last few years.<br /><br />Being able to whip out crisp, airy, light, malty waffles does wonders for one's popularity in the kitchen, and pairing these with real maple syrup and fresh blueberries is the way to go."
2060,B001E5E29A,A1VK4EB3V76826,M. LIOU,0,0,4,1271548800,We love it.,"No matter how you mess up the recipe, this Mix still makes my family happy in the Sunday morning :)"
2061,B001E5E29A,A12DWM9QVT0UUA,"RaRaDC ""RaRaDC""",5,8,1,1294704000,0 Stars if I could! YUK YUK YUK,"I have an immense love for pancakes.  I have been on a search for the best pancake mix for about a year. I did not write this review prematurely as I wanted to give the product a fair chance.  I tried it with whole milk.  I tried it with buttermilk. I tried it with blueberries. I tried it without blueberries.  It is by far the WORST mix I have tried thus far.  The flavor is not good, seems like it needs more sugar.  With blueberries, it is very hard to get the pancakes to cook all the way through without overcooking them.  I really am telling you all the hype on this product has got to be from people that either work for the company lol or have never tried another high quality mix.  I honestly would rather eat pancakes from McDonalds.  Don't waste your money!  (Robbys mix is also wayyyyyyyyyy better and I believe it was cheaper). (may be better for waffles...since I'm stuck with two cans I may try that...ugh!)"
2062,B001E5E29A,A128T00RX0JOS2,Tammy M. Hendrick,5,8,5,1190851200,The best waffles,I hope Amazon restocks this item always.I can't stand the other brands out there since it got this brand.And the price is right at Amazon to.
2063,B001E5E29A,A2A3H95QZS31A3,PattyDuff,3,5,3,1287360000,Not So Great,The best thing about this pancake and waffle mix is the can in which it comes.  I really like the convenience of the can and the fact that it reseals easily.<br />The batter cooked up nicely and the texture was OK.  However I was very disappointed in the flavor.  There were stong overtones of chemical flavors.<br />I will be experimenting with my own recipes in the future.
2064,B001E5E29A,A2TRVDNMEA01HQ,J. T. Gettys,3,5,4,1249862400,Good but not great,"Heavily touted by the reviews, decided to try.  Mix is good, but not great.  Probably wouldn't buy again."
2065,B001E5E29A,A3HXF3GVPBQ5B,"Lena Ocansey ""Lena.L""",3,5,5,1231891200,"Delicious, makes a great gift","This is the best pancake mix!  I've sent this to several people, and they all love it. The two-pack makes a nice little gift."
2066,B001E5E29A,A15C9JJZIFH95R,"risky123 ""risky123""",1,2,3,1315612800,Nothing special for what you pay,"Been curious about Stonewall since reading all the Amazon reviews but not sure about spending $$$ for a pancake mix.  The other day, found a big can at Sur La Tab store in San Francisco for only $10.95, so I thought, why not, this is my chance to try.  I was so looking fwd to Saturday morning and made it first thing today....all I can say is, underwhelming, nothing special.  I tried it following the instructions but using low fat milk and ""healthier"" butter, it was alright, but not great esp. considering the price.  Then I doctored it up a bit, added madagascar vanilla, flaxseed and psyllium which I usually do with my pancakes, tasted a bit better. Overall rating, 3 stars, just ok, stuck with the can so we'll eat it, but will not purchase again.  I will probably try it next time with full fat milk and butter as it recommended to see if that makes a difference, it probably does. I highly recommend Garvey's Organic Pancake Mix, also here in Amazon, tastes so much better and fluffier.  If you like 100% whole grain pancakes, we also love Kodiak Buttermilk mix, also here on Amazon...healthy, hearty and so good, even my kids love it...and best of all it's just add water, makes it portable, we even took it with us on vacay to Hawaii."
2067,B001E5E29A,AMB0PXANK226M,Richard C. Lowry,1,2,3,1309737600,Just OK,"When I read the reviews from other customers, I was excited about ordering and trying this mix. This morning we made waffles with both Stonewall Kitchen mix and Bisquick. The waffles from Stonewall were ok- and so were the waffles from Bisquick. The waffles were served to several people for tasting and everyone felt the same.<br /><br />The agreement was that Stonewall Kitchen product was not worth the significant extra cost. Furthermore, it is not available in our local super market whereas Bisquick is stocked. This will be a one time purchase for us."
2068,B001E5E29A,A2CBCBLD2PKDXL,pancake fan,1,2,3,1299283200,Mine taste better,I am constantly on the search for delicious buttermilk pancakes because they are my favorite food in the world.  I like to make my own or get them at the Original Pancake House (which has the best buttermilk pancakes I have ever tasted).  I decided to try this box mix variation even though I am not a fan of box mixes.  The Stonewall brand has a very aromatic scent but that's where I ceased to be impressed.  These pancakes hardly rise at all and have a decent flavor and texture but are nothing to gush over.  Then again I guess I'm one of the few who would gush over a plain bettermilk pancake anyway!!  They're ok but not worth all that money.
2069,B001E5E29A,AEZDGIIKFNS8,"T. Gabriel ""tegabriel""",1,2,3,1272585600,No better than Jiffy,"Every week I make waffles or pancakes for my wife and daughter. Their opinion is that the waffles taste different from but not better than those I make with Jiffy mix. As Jiffy mix costs a lot less, I will not likely order this product again."
2070,B001E5E29A,A2VW3I1CBI7N4S,M. Schuler,2,4,1,1319155200,processed taste,"This expensive pancake mix tastes so processed and fake.  A less expensive bisquick from your local grocery store beats the taste, no doubt.  It's a yucky product."
2071,B001E5E29A,A1MJ8RHXIM5VBU,Walter Basil,2,4,3,1274745600,"Nice Pancakes, But Not As Simple As ""Just Add Water"" Mix.","This mix makes nice pancakes. They smell rich and vanilla-y, but you don't actually  taste it as strong as it smells. I won't buy them again because there are easier mixes out there that taste pretty darn close. I'm just as happy using a Krusteaz brand mix that only requires the addition of water (no eggs or milk or flour necessary). Heck, if you want that vanilla smell and taste, add an eighth or quarter teaspoon of some extract to your batter.<br /><br />Edited for grammar's sake."
